Review_Stage;Database;Title;Author;Year;DOI;DOI_Link;Abstract
NOT_RELEVANT;ScienceDirect;A Conceptual Model of Trademark Retrieval based on Conceptual Similarity;Fatahiyah Mohd Anuar and Rossitza Setchi and Yu-Kun Lai;2013;10.1016/j.procs.2013.09.123;https://doi.org/10.1016/j.procs.2013.09.123;"The rapid expansion of e-commerce at the beginning of 21st century has had a significant impact on intellectual property management. A particular area of concern is the misuse of trademarks and trademark protection. Trademarks are proprietary words and images with high reputational value; they are important assets, often used as a marketing tool, which require infringement protection. One of the issues considered during infringement litigation is the visual, conceptual and phonetic similarity of different trademarks. In particular, the conceptual similarity of trademarks is an area never previously studied in information retrieval. This paper focuses on this important aspect by proposing a conceptual model of the comparison process, aimed at retrieving conceptually similar trademarks. The proposed model employs natural language processing and semantic technology to compute the conceptual similarity between trademarks."
NOT_RELEVANT;ScienceDirect;Text Normalization in Social Media: Progress, Problems and Applications for a Pre-Processing System of Casual English;Eleanor Clark and Kenji Araki;2011;10.1016/j.sbspro.2011.10.577;https://doi.org/10.1016/j.sbspro.2011.10.577;The rapid expansion in user-generated content on the Web of the 2000s, characterized by social media, has led to Web content featuring somewhat less standardized language than the Web of the 1990s. User creativity and individuality of language creates problems on two levels. The first is that social media text is often unsuitable as data for Natural Language Processing tasks such as Machine Translation, Information Retrieval and Opinion Mining, due to the irregularity of the language featured. The second is that non-native speakers of English, older Internet users and non-members of the “in-group” often find such texts difficult to understand. This paper discusses problems involved in automatically normalizing social media English, various applications for its use, and our progress thus far in a rule-based approach to the issue. Particularly, we evaluate the performance of two leading open source spell checkers on data taken from the microblogging service Twitter, and measure the extent to which their accuracy is improved by pre-processing with our system. We also present our database rules and classification system, results of evaluation experiments, and plans for expansion of the project.
NOT_RELEVANT;ScienceDirect;Ontology based Semantic Annotation of Urdu Language Web Documents;Quratulain Rajput;2014;10.1016/j.procs.2014.08.148;https://doi.org/10.1016/j.procs.2014.08.148;Proliferation of multilingual text on the Internet has increased the demand for efficient information retrieval independent of language. Among variety of languages, the Urdu language is one of the most commonly spoken and written language in South Asia. However, due to unstructured format the access of relevant information is still a big challenge. The semantic web technologies enable the advancement in information retrieval systems by assigning semantics to information. This paper presents a semantic annotation framework that can annotate documents written in Urdu language. The framework uses domain specific ontology and context keywords instead of NLP (Natural Language processing) techniques. The experiment has been conducted to evaluate the presented annotation framework. The set of corpora used in the experiment belong to the online classified ads posted on the online Urdu newspapers. The purpose of this research is to find the challenges involved in semantic annotation of Urdu language web documents.
NOT_RELEVANT;ScienceDirect;A passage retrieval method based on probabilistic information retrieval model and UMLS concepts in biomedical question answering;Mourad Sarrouti and Said {Ouatik El Alaoui};2017;10.1016/j.jbi.2017.03.001;https://doi.org/10.1016/j.jbi.2017.03.001;"Background and Objective
Passage retrieval, the identification of top-ranked passages that may contain the answer for a given biomedical question, is a crucial component for any biomedical question answering (QA) system. Passage retrieval in open-domain QA is a longstanding challenge widely studied over the last decades. However, it still requires further efforts in biomedical QA. In this paper, we present a new biomedical passage retrieval method based on Stanford CoreNLP sentence/passage length, probabilistic information retrieval (IR) model and UMLS concepts.
Methods
In the proposed method, we first use our document retrieval system based on PubMed search engine and UMLS similarity to retrieve relevant documents to a given biomedical question. We then take the abstracts from the retrieved documents and use Stanford CoreNLP for sentence splitter to make a set of sentences, i.e., candidate passages. Using stemmed words and UMLS concepts as features for the BM25 model, we finally compute the similarity scores between the biomedical question and each of the candidate passages and keep the N top-ranked ones.
Results
Experimental evaluations performed on large standard datasets, provided by the BioASQ challenge, show that the proposed method achieves good performances compared with the current state-of-the-art methods. The proposed method significantly outperforms the current state-of-the-art methods by an average of 6.84% in terms of mean average precision (MAP).
Conclusion
We have proposed an efficient passage retrieval method which can be used to retrieve relevant passages in biomedical QA systems with high mean average precision."
NOT_RELEVANT;ScienceDirect;Analyzing Distillation Process of Hidden Terms in Web Documents for IR;M. Pradeepa and C. Deisy;2012;10.1016/j.proeng.2012.06.372;https://doi.org/10.1016/j.proeng.2012.06.372;The previous work in web based applications such as mining web content, pattern recognition and similarity measures between the web documents. This paper is about, analyzing web documents in an enhanced way and delve the distillation web document will be the next pace in hypertext mining. The sparse document is a very little data on the web, which may face problems like different words with almost identical or similar meanings and sparseness. Natural language processing (NLP) and information retrieval (IR) are the main obstacles of the above problem. The mining of hidden terms discovers the search queries from large external datasets (universal datasets). It helps to handle unseen data in a better way. The goal of this web document mining consists of an efficient information finding, filtering information based on user query, and discovers more topic focused keywords based on the rich source of global information datasets. The proposed method we use the Distillation model, it is the integration of probabilistic generative model, Gibbs sampling algorithm and deployment method. This model can be applied for different natural languages and data domains for achieving the goal.
NOT_RELEVANT;ScienceDirect;Empirical distributional semantics: Methods and biomedical applications;Trevor Cohen and Dominic Widdows;2009;10.1016/j.jbi.2009.02.002;https://doi.org/10.1016/j.jbi.2009.02.002;Over the past 15 years, a range of methods have been developed that are able to learn human-like estimates of the semantic relatedness between terms from the way in which these terms are distributed in a corpus of unannotated natural language text. These methods have also been evaluated in a number of applications in the cognitive science, computational linguistics and the information retrieval literatures. In this paper, we review the available methodologies for derivation of semantic relatedness from free text, as well as their evaluation in a variety of biomedical and other applications. Recent methodological developments, and their applicability to several existing applications are also discussed.
NOT_RELEVANT;ScienceDirect;Reviewer assignment algorithms for peer review automation: A survey;Xiquan Zhao and Yangsen Zhang;2022;10.1016/j.ipm.2022.103028;https://doi.org/10.1016/j.ipm.2022.103028;Assigning paper to suitable reviewers is of great significance to ensure the accuracy and fairness of peer review results. In the past three decades, many researchers have made a wealth of achievements on the reviewer assignment problem (RAP). In this survey, we provide a comprehensive review of the primary research achievements on reviewer assignment algorithm from 1992 to 2022. Specially, this survey first discusses the background and necessity of automatic reviewer assignment, and then systematically summarize the existing research work from three aspects, i.e., construction of candidate reviewer database, computation of matching degree between reviewers and papers, and reviewer assignment optimization algorithm, with objective comments on the advantages and disadvantages of the current algorithms. Afterwards, the evaluation metrics and datasets of reviewer assignment algorithm are summarized. To conclude, we prospect the potential research directions of RAP. Since there are few comprehensive survey papers on reviewer assignment algorithm in the past ten years, this survey can serve as a valuable reference for the related researchers and peer review organizers.
NOT_RELEVANT;ScienceDirect;Knowledge Repository of Ontology Learning Tools from Text;Agnieszka Konys;2019;10.1016/j.procs.2019.09.332;https://doi.org/10.1016/j.procs.2019.09.332;Ontologies are one of the fundamental elements of the Semantic Web, and they have gained a lot of popularity and recognition because they are viewed as the answer to the need for interoperable semantics in modern information systems. The intermingling of techniques in areas such as natural language processing, information retrieval, machine learning, data mining, and knowledge representation provide a lot of possibilities for development of ontology learning approaches. A rise in focus on the ability to cope with the scale of Web data required for ontology learning forces the potential growth of cross-language research, emphasizing the automatic or semi-automatic generation of the tools dedicated to text mining and information extraction. This paper presents the integration of ontology learning tools from text in the knowledge repository to incorporate the applied techniques and outputs of an ontology learning algorithm into the one complex multifunctional solution. The proposed knowledge repository covers various applicability of existing techniques of learning ontologies from text, and offers competency question-based reasoning mechanism for individuals to specify their profiles of ontology learning tools. The validation stage is also provided in the form of applied reasoning.
NOT_RELEVANT;ScienceDirect;Automatically extracting cancer disease characteristics from pathology reports into a Disease Knowledge Representation Model;Anni Coden and Guergana Savova and Igor Sominsky and Michael Tanenblatt and James Masanz and Karin Schuler and James Cooper and Wei Guan and Piet C. {de Groen};2009;10.1016/j.jbi.2008.12.005;https://doi.org/10.1016/j.jbi.2008.12.005;We introduce an extensible and modifiable knowledge representation model to represent cancer disease characteristics in a comparable and consistent fashion. We describe a system, MedTAS/P which automatically instantiates the knowledge representation model from free-text pathology reports. MedTAS/P is based on an open-source framework and its components use natural language processing principles, machine learning and rules to discover and populate elements of the model. To validate the model and measure the accuracy of MedTAS/P, we developed a gold-standard corpus of manually annotated colon cancer pathology reports. MedTAS/P achieves F1-scores of 0.97–1.0 for instantiating classes in the knowledge representation model such as histologies or anatomical sites, and F1-scores of 0.82–0.93 for primary tumors or lymph nodes, which require the extractions of relations. An F1-score of 0.65 is reported for metastatic tumors, a lower score predominantly due to a very small number of instances in the training and test sets.
NOT_RELEVANT;ScienceDirect;A Rich Arabic WordNet Resource for Al-Hadith Al-Shareef;Manar Alkhatib and Azza Abdel Monem and Khaled Shaalan;2017;10.1016/j.procs.2017.10.098;https://doi.org/10.1016/j.procs.2017.10.098;Most Arabic computational linguistics researchers have focused on Modern Standard Arabic. Linguistic resources and tools for Classical Arabic, especially Al-Hadith Al-Shareef (i.e. the Prophet Muhammad’s saying), remain relatively unexplored, despite its importance as a reference, in addition to its use in the holy Qur’an, used by all Muslims worldwide. Computational linguistics research tools for Al-Hadith Al-Shareef would be useful for both Islamic scholars and learners. Arabic WordNet is a remarkable language resource on its own, allowing a user to determine the relationships among words. It has proven its importance in many of language processing tasks needing an understanding of the meaning of language, including Information Retrieval, Word Sense Disambiguation, Machine Translation, Question Answering, Text Classification, and Text Summarization. In this paper, we propose an approach for developing a WordNet linguistic resource for Al-Hadith Al-Shareef that serves its purposes for various Arabic natural language processing tasks. In particular, we establish semantic connections between words in order to achieve a good understanding of the meanings of the Al-Hadith words. Our approach employs Classical Arabic dictionaries and Al-Hadith ontology. Al-Hadith WordNet has demonstrated its capability in a text classification task that we developed for evaluation proposes. The classifier has been applied on around 8500 synsets that include 6126 nominal, 1990 verbal, 310 adjectival, and 71 adverbial expressions.
NOT_RELEVANT;ScienceDirect;MeSH-based disambiguation method using an intrinsic information content measure of semantic similarity;Imen Gabsi and Hager Kammoun and Sarra brahmi and Ikram Amous;2017;10.1016/j.procs.2017.08.169;https://doi.org/10.1016/j.procs.2017.08.169;Word Sense Disambiguation represents a crucial task in many natural language processing applications such as information extraction, information retrieval and text summarization. It intends to identify the correct sense of an ambiguous term (target word) according to its context. In this paper, we present a biomedical knowledge-based disambiguation method for determining the adequate domain or sub-domain (sense) of an ambiguous biomedical term. This method uses the MeSH thesaurus as a knowledge resource and an intrinsic information content-based semantic similarity to measure the likeness between their different senses of the ambiguous term MeSH and its context. We define this latter as the set of unambiguous MeSH terms characterizing a document. We aim on one hand to minimize the time and computational complexity and on the other hand to increase the accuracy of the disambiguation by using such context. To evaluate this method, we involved it into a document indexing and retrieval system. The results of experiments, carried out on a sub-set of the OHSUMED collection, in terms of Mean Average Precision show that our method performs well.
NOT_RELEVANT;ScienceDirect;Improving biomedical named entity recognition through transfer learning and asymmetric tri-training;Medha Bhattacharya and Swati Bhat and Sirshasree Tripathy and Anvita Bansal and Monika Choudhary;2023;10.1016/j.procs.2023.01.244;https://doi.org/10.1016/j.procs.2023.01.244;Today, electronic health records have turned into prime sources of information for physicians looking after their patients. EHRs and computerized patient data resources have expedited the accelerated discovery of formerly obscure biomedical and clinical information. Because of the lengthy, error-prone, non-scalable, and expensive manual abstraction process, natural language processing (NLP) procedures are being wielded more and more in biomedical and clinical fields. One of the building blocks of all NLP systems, Named Entity Recognition (NER) is considered a sub-activity of information retrieval. To extract biomedical knowledge from electronic health records, a prerequisite is the efficient recognition of biomedical entities. Deep-learning techniques have gained more and more consideration recently for the above-mentioned task. Notwithstanding, these methods are based on high-caliber, high-cost, labeled data. In this work, a biomedical-named entity recognition model based on transfer learning and asymmetric tri-training is proposed to diminish the limited annotated data problem in the biomedical-named entity recognition domain. The proposed model showed a significant improvement of more than 9% over the baseline BiLSTM-CRF model in the exact F1 scores on four different datasets considered in this work.
NOT_RELEVANT;ScienceDirect;Prediction of Likes and Retweets Using Text Information Retrieval;Ishita Daga and Anchal Gupta and Raj Vardhan and Partha Mukherjee;2020;10.1016/j.procs.2020.02.273;https://doi.org/10.1016/j.procs.2020.02.273;Twitter is one of the major social media platforms today to study human behaviours by analysing their interactions. To ensure popularity of the tweet, the focus should be on the content of the tweet that results in numerous followings of that message with sufficient number of likes and retweets. The high quality of tweets, increases the online reputation of the users who post it. If a user can get the prediction of likes and retweets on his text before posting it on the internet, it would improve the popularity of the tweet from information sharing perspective. In this paper we employed different machine learning classifiers like SVM, Naïve Bayes, Logistic Regression, Random Forest, and Neural Network, on top of two different text processing approaches used in NLP (natural language processing), namely bag-of-words (TFIDF) and word embeddings (Doc2Vec), to check how many likes and retweets can a tweet generate. The results obtained indicate that all the models performed 10-15% better with the bag-of-word technique.
NOT_RELEVANT;ScienceDirect;Keynote II; Marie-Francine;2018;10.1016/j.procs.2018.10.121;https://doi.org/10.1016/j.procs.2018.10.121;About the Speaker Prof. Marie-Francine Moens heads the Language Intelligence and Information Retrieval research group at the Department of Computer Science of KU Leuven, Belgium. Her research expertise includes: content recognition in text, information extraction, discourse understanding, text mining, knowledge acquisition, machine reading of text, processing of noisy text such as user-generated content and speech transcripts, information retrieval, search models, and machine learning for natural language processing. She is author of more than 300 international peer-reviewed publications and of several books. She is involved in the organization or program committee (as program chair, area chair or reviewer) of major conferences on computational linguistics, information retrieval and machine learning. In 2011 and 2012 she was appointed as chair of the European Chapter of the Association for Computational Linguistics (EACL) and was a member of the executive board of the Association for Computational Linguistics (ACL). From 2010 until 2014 she was a member of the Research Council of KU Leuven and is currently a member of the Council of the Industrial Research Fund of KU Leuven. She is the scientific manager of the EU COST action iV&L (The European Network on Integrating Vision and Language). She was appointed as Scottish Informatics and Computer Science Alliance (SICSA) Distinguished Visiting Fellow in 2014.
MAYBE_RELEVANT;ScienceDirect;Advances and challenges in conversational recommender systems: A survey;Chongming Gao and Wenqiang Lei and Xiangnan He and Maarten {de Rijke} and Tat-Seng Chua;2021;10.1016/j.aiopen.2021.06.002;https://doi.org/10.1016/j.aiopen.2021.06.002;Recommender systems exploit interaction history to estimate user preference, having been heavily used in a wide range of industry applications. However, static recommendation models are difficult to answer two important questions well due to inherent shortcomings: (a) What exactly does a user like? (b) Why does a user like an item? The shortcomings are due to the way that static models learn user preference, i.e., without explicit instructions and active feedback from users. The recent rise of conversational recommender systems (CRSs) changes this situation fundamentally. In a CRS, users and the system can dynamically communicate through natural language interactions, which provide unprecedented opportunities to explicitly obtain the exact preference of users. Considerable efforts, spread across disparate settings and applications, have been put into developing CRSs. Existing models, technologies, and evaluation methods for CRSs are far from mature. In this paper, we provide a systematic review of the techniques used in current CRSs. We summarize the key challenges of developing CRSs in five directions: (1) Question-based user preference elicitation. (2) Multi-turn conversational recommendation strategies. (3) Dialogue understanding and generation. (4) Exploitation-exploration trade-offs. (5) Evaluation and user simulation. These research directions involve multiple research fields like information retrieval (IR), natural language processing (NLP), and human-computer interaction (HCI). Based on these research directions, we discuss some future challenges and opportunities. We provide a road map for researchers from multiple communities to get started in this area. We hope this survey can help to identify and address challenges in CRSs and inspire future research.
NOT_RELEVANT;ScienceDirect;Unsupervised grammar induction and similarity retrieval in medical language processing using the Deterministic Dynamic Associative Memory (DDAM) model;Stefan V. Pantazi;2010;10.1016/j.jbi.2010.07.003;https://doi.org/10.1016/j.jbi.2010.07.003;This paper is an overview of unsupervised grammar induction and similarity retrieval, two fundamental information processing functions of importance to medical language processing applications and to the construction of intelligent medical information systems. Existing literature with a focus on text segmentation tasks is reviewed. The review includes a comparison of existing approaches and reveals the longstanding interest in these traditionally distinct topics despite the significant computational challenges that characterizes them. Further, a unifying approach to unsupervised representation and processing of sequential data, the Deterministic Dynamic Associative Memory (DDAM) model, is introduced and described theoretically from both structural and functional perspectives. The theoretical descriptions of the model are complemented by a selection and discussion of interesting experimental results in the tasks of unsupervised grammar induction and similarity retrieval with applications to medical language processing. Notwithstanding the challenges associated with the evaluation of unsupervised information-processing models, it is concluded that the DDAM model demonstrates interesting properties that encourage further investigations in both theoretical and applied contexts.
NOT_RELEVANT;ScienceDirect;Domain-specific language models and lexicons for tagging;Anni R. Coden and Serguei V. Pakhomov and Rie K. Ando and Patrick H. Duffy and Christopher G. Chute;2005;10.1016/j.jbi.2005.02.009;https://doi.org/10.1016/j.jbi.2005.02.009;Accurate and reliable part-of-speech tagging is useful for many Natural Language Processing (NLP) tasks that form the foundation of NLP-based approaches to information retrieval and data mining. In general, large annotated corpora are necessary to achieve desired part-of-speech tagger accuracy. We show that a large annotated general-English corpus is not sufficient for building a part-of-speech tagger model adequate for tagging documents from the medical domain. However, adding a quite small domain-specific corpus to a large general-English one boosts performance to over 92% accuracy from 87% in our studies. We also suggest a number of characteristics to quantify the similarities between a training corpus and the test data. These results give guidance for creating an appropriate corpus for building a part-of-speech tagger model that gives satisfactory accuracy results on a new domain at a relatively small cost.
NOT_RELEVANT;ScienceDirect;PAVAL: A location-aware virtual personal assistant for retrieving geolocated points of interest and location-based services;Lorenzo Massai and Paolo Nesi and Gianni Pantaleo;2019;10.1016/j.engappai.2018.09.013;https://doi.org/10.1016/j.engappai.2018.09.013;Today most of the users on the move require contextualized local and georeferenced information. Several solutions aim to meet these trends, thus assisting users and satisfying their needs and preferences, such as virtual assistants and Location-Aware Recommender Systems (LARS), both in commercial and research literature. However, general purpose virtual assistants usually have to manage large domains, dealing with big amounts of data and online resources, losingfocus on more specific requirements and local information. On the other hand, traditional recommender systems are based on filtering techniques and contextual knowledge, and they usually do not rely on Natural Language Processing (NLP) features on users’ queries, which are useful to understand and contextualize users’ necessities on the spot. Therefore, comprehending the actual users’ information needs and other key information that can be included in the user query, such as geographical references, is a challenging task which is not yet fully accomplished by current state-of-the-art solutions. In this paper, we propose Paval (Location-Aware Virtual Personal Assistant 2 2The name Paval is chosen as a permutation of the initials of “Location-aware virtual personal assistant”.), a semantic assisting engine for suggesting local points of interest (POIs) and services by analyzing users’ natural language queries, in order to estimate the information need and potential geographic references expressed by the users. The system exploits NLP and semantic techniques providing as output recommendations on local geolocated POIs and services which best match the users’ requests, retrieved by querying our semantic Km4City Knowledge Base. The proposed system is validated against the most popular virtual assistants, such as Google Assistant, Apple Siri and Microsoft Cortana, focusing the assessment on the request of geolocated POIs and services, showing very promising capabilities in successfully estimating the users’ information needs and multiple geographic references.
NOT_RELEVANT;ScienceDirect;Necessary conditions for convergence of CNNs and initialization of convolution kernels;Huibin Zhang and Liping Feng and Xiaohua Zhang and Yuchi Yang and Jing Li;2022;10.1016/j.dsp.2022.103397;https://doi.org/10.1016/j.dsp.2022.103397;Despite the great success of deep learning in many fields such as computer vision, natural language processing, and information retrieval, there are relatively few studies on the convergence of deep convolutional neural networks (CNNs), and there is a lack of theoretical studies on the necessary conditions for the convergence of CNNs. The initialization of the convolution kernel of CNNs is an important factor in whether the network can converge. However, the existing initialization methods do not analyze the influence of their methods on the convergence performance of CNNs and did not analyze the conditions of their application, and thus the performance is not the best in different network models. In this work, the computational process of both forward and backward propagation of CNNs is considered as a mapping in linear normed space, and thus a necessary condition for CNNs stable converge is proposed. According to this necessary condition of convergence, we first derive initialization formulas for plain networks applicable to any activation function, and derive the initialization method of plain networks whose activation function is ReLU and PReLU. Secondly, the necessary conditions for convergence of CNNs proposed in this work can explain the mathematical reasons why the BN contribute to the training of CNNs, and this problem has always been an active research topic. Finally, we find that the learning rate and the initialization of the convolutional kernel jointly affect the convergence performance of the network. Based on the plain networks convolution kernel initialization method, we derive the convolution kernel initialization method of network with BN layer related to the learning rate. In order to verify the effectiveness of the proposed initialization method, we test it on the CIFAR-10 and CIFAR-100 datasets, and performed image classification with four network models (VGG-19, ResNet-110, DenseNet-100 and WideResNet28-10), and the experimental results showed that the initialization method proposed in this work improved the accuracy of image classification.
NOT_RELEVANT;ScienceDirect;Development of Sindhi text corpus;Mazhar Ali Dootio and Asim Imdad Wagan;2021;10.1016/j.jksuci.2019.02.002;https://doi.org/10.1016/j.jksuci.2019.02.002;Sindhi language is a rich language with plenty of literary and general texts. There are number of books, newspapers, magazines and internet material available to develop Sindhi text corpus but yet proper and useful text corpus could not be developed and presented online for research, language features analysis, linguistics analysis and information retrieval systems. The lack of resources for research on computational linguistics and NLP applications for Sindhi language are challenging tasks at this stage. However, we have developed Sindhi text corpora in order to provide text resources to computational linguists, Natural Languages process (NLP) experts and researchers. Online books, newspapers, magazines, blogs and social websites are utilized to build Sindhi text corpus. Sindhi sentiment based text corpus is developed and analyzed with Document Term Matrix and TF-IDF models using 2-gram technique of n-gram model. The corpus may be useful for research on language variation analysis, sentiment analysis, aspect based sentiment analysis, semantic analysis, machine translation, information retrieval, Word2Vec, topic modeling and cluster analysis.
NOT_RELEVANT;ScienceDirect;Temporal expression extraction with extensive feature type selection and a posteriori label adjustment;Michele Filannino and Goran Nenadic;2015;10.1016/j.datak.2015.09.002;https://doi.org/10.1016/j.datak.2015.09.002;The automatic extraction of temporal information from written texts is pivotal for many Natural Language Processing applications such as question answering, text summarisation and information retrieval. It allows to filter information and infer temporal flows of events. This paper presents ManTIME, a general domain temporal expression identification and normalisation system, and systematically explores the impact of different features and training corpora on the performance. The identification phase combines the use of conditional random fields along with a post-processing pipeline, whereas the normalisation phase is carried out using NorMA, an open-source rule-based temporal normaliser. We investigate the performance variation with respect to different feature types. Specifically, we show that the use of WordNet-based features in the identification task negatively affects the overall performance, and that there is no statistically significant difference in the results based on gazetteers, shallow parsing and propositional noun phrases labels on top of the morpho-lexical features. We also show that the use of silver data (alone or in addition to the human-annotated ones) does not improve the performance. We evaluate six combinations of training data and post-processing pipeline with respect to the TempEval-3 benchmark test set. The best run achieved 0.95 (precision), 0.85 (recall) and 0.90 (Fβ=1) in the identification phase. Normalisation accuracies are 0.86 (for type attribute) and 0.77 (for value attribute). The proposed approach ranked 3rd in the TempEval-3 challenge (task A) as the best performing machine learning-based system among 21 participants.
NOT_RELEVANT;ScienceDirect;A Weighted Multi-Layer Analytics Based Model for Emoji Recommendation;Amira M. Idrees and Abdul Lateef Marzouq Al-Solami;2024;10.32604/cmc.2023.046457;https://doi.org/10.32604/cmc.2023.046457;The developed system for eye and face detection using Convolutional Neural Networks (CNN) models, followed by eye classification and voice-based assistance, has shown promising potential in enhancing accessibility for individuals with visual impairments. The modular approach implemented in this research allows for a seamless flow of information and assistance between the different components of the system. This research significantly contributes to the field of accessibility technology by integrating computer vision, natural language processing, and voice technologies. By leveraging these advancements, the developed system offers a practical and efficient solution for assisting blind individuals. The modular design ensures flexibility, scalability, and ease of integration with existing assistive technologies. However, it is important to acknowledge that further research and improvements are necessary to enhance the system’s accuracy and usability. Fine-tuning the CNN models and expanding the training dataset can improve eye and face detection as well as eye classification capabilities. Additionally, incorporating real-time responses through sophisticated natural language understanding techniques and expanding the knowledge base of ChatGPT can enhance the system’s ability to provide comprehensive and accurate responses. Overall, this research paves the way for the development of more advanced and robust systems for assisting visually impaired individuals. By leveraging cutting-edge technologies and integrating them into a modular framework, this research contributes to creating a more inclusive and accessible society for individuals with visual impairments. Future work can focus on refining the system, addressing its limitations, and conducting user studies to evaluate its effectiveness and impact in real-world scenarios.
NOT_RELEVANT;ScienceDirect;Textual entailment as an evaluation metric for abstractive text summarization;Swagat Shubham Bhuyan and Saranga Kingkor Mahanta and Partha Pakray and Benoit Favre;2023;10.1016/j.nlp.2023.100028;https://doi.org/10.1016/j.nlp.2023.100028;Automated text summarization systems require to be heedful of the reader and the communication goals since it may be the determining component of whether the original textual content is actually worth reading in full. The summary can also assist enhance document indexing for information retrieval, and it is generally much less biased than a human-written summary. A crucial part while building intelligent systems is evaluating them. Consequently, the choice of evaluation metric(s) is of utmost importance. Current standard evaluation metrics like BLEU and ROUGE, although fairly effective for evaluation of extractive text summarization systems, become futile when it comes to comparing semantic information between two texts, i.e in abstractive summarization. We propose textual entailment as a potential metric to evaluate abstractive summaries. The results show the contribution of text entailment as a strong automated evaluation model for such summaries. The textual entailment scores between the text and generated summaries, and between the reference and predicted summaries were calculated, and an overall summarizer score was generated to give a fair idea of how efficient the generated summaries are. We put forward some novel methods that use the entailment scores and the final summarizer scores for a reasonable evaluation of the same across various scenarios. A Final Entailment Metric Score (FEMS) was generated to get an insightful idea in order to compare both the generated summaries.
NOT_RELEVANT;ScienceDirect;Topic Segmentation for Textual Document Written in Arabic Language;Anja Habacha Chaibi and Marwa Naili and Samia Sammoud;2014;10.1016/j.procs.2014.08.124;https://doi.org/10.1016/j.procs.2014.08.124;Topic segmentation is important for many natural language processing applications such as information retrieval, text summarization. In our work, we are interested in the topic segmentation of textual document. We present a survey of related works particularly C99 and TextTiling. Then, we propose an adaptation of these topic segmenters for textual document written in Arabic language named as ArabC99 and ArabTextTiling. For experimental results, we construct an Arabic corpus based on newspapers of different Arab countries. Finally, we evaluate the performance of these new segmenters by comparing them together and to related works using the metrics WindowDiff and F-measure.
NOT_RELEVANT;ScienceDirect;A Sequence-to-Sequence based Approach For the double Transliteration of Tunisian Dialect;Jihene Younes and Emna Souissi and Hadhemi Achour and Ahmed Ferchichi;2018;10.1016/j.procs.2018.10.481;https://doi.org/10.1016/j.procs.2018.10.481;Transliteration consists of automatically transforming a grapheme’s transcription from one writing system to another, while preserving its pronunciation. It is usually used in the context of machine translation and cross language information retrieval, mainly to deal with the issue of named entities and technical terms. In the case of some Arabic dialects, which are used on the social web in both Latin and Arabic scripts and which are still low-resource languages, transliteration is of great benefit for the automatic generation of various linguistic resources (parallel corpora and lexica), useful for their automatic processing. In this work, we focus on the Tunisian dialect transliteration. We propose a deep learning based Sequence-to-Sequence approach to perform a word-level transliteration of the user generated Tunisian dialect on the social web, in both Latin to Arabic and Arabic to Latin senses.
NOT_RELEVANT;ScienceDirect;Degree centrality for semantic abstraction summarization of therapeutic studies;Han Zhang and Marcelo Fiszman and Dongwook Shin and Christopher M. Miller and Graciela Rosemblat and Thomas C. Rindflesch;2011;10.1016/j.jbi.2011.05.001;https://doi.org/10.1016/j.jbi.2011.05.001;Automatic summarization has been proposed to help manage the results of biomedical information retrieval systems. Semantic MEDLINE, for example, summarizes semantic predications representing assertions in MEDLINE citations. Results are presented as a graph which maintains links to the original citations. Graphs summarizing more than 500 citations are hard to read and navigate, however. We exploit graph theory for focusing these large graphs. The method is based on degree centrality, which measures connectedness in a graph. Four categories of clinical concepts related to treatment of disease were identified and presented as a summary of input text. A baseline was created using term frequency of occurrence. The system was evaluated on summaries for treatment of five diseases compared to a reference standard produced manually by two physicians. The results showed that recall for system results was 72%, precision was 73%, and F-score was 0.72. The system F-score was considerably higher than that for the baseline (0.47).
