Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Retrieval Contrastive Learning for Aspect-Level Sentiment Classification.","Jian, Zhongquan; Li, Jiajian; Wu, Qingqiang; Yao, Junfeng","Information Processing & Management",="03064573",,="Jan2024","61","1","N.PAG","1","173784683","10.1016/j.ipm.2023.103539","Elsevier B.V.","Article",,"Aspect-level sentiment classification; Contrastive learning; Information retrieval; Natural language processing","Aspect-Level Sentiment Classification (ALSC) aims to assign specific sentiments to a sentence toward different aspects, which is one of the crucial challenges in the field of Natural Language Processing (NLP). Despite numerous approaches being proposed and obtaining prominent results, the majority of them focus on leveraging the relationships between the aspect and opinion words in a single instance while ignoring correlations with other instances, which will make models inevitably become trapped in local optima due to the absence of a global viewpoint. Instance representation derived from a single instance, on the one hand, the contained information is insufficient due to the lack of descriptions from other perspectives; on the other hand, its stored knowledge is redundant since the inability to filter extraneous content. To obtain a polished instance representation, we developed a Retrieval Contrastive Learning (RCL) framework to subtly extract intrinsic knowledge across instances. RCL consists of two modules: (a) obtaining retrieval instances by sparse retriever and dense retriever, and (b) extracting and learning the knowledge of the retrieval instances by using Contrastive Learning (CL). To demonstrate the superiority of RCL, five ALSC models are employed to conduct comprehensive experiments on three widely-known benchmarks. Compared with the baselines, ALSC models achieve substantial improvements when trained with RCL. Especially, ABSA-DeBERTa with RCL obtains new state-of-the-art results, which outperform the advanced methods by 0.92%, 0.23%, and 0.47% in terms of Macro F1 gains on Laptops, Restaurants, and Twitter, respectively. • We proposed RCL to enable ALSC models to generate polished representations. • RCL has two modules: obtain retrieval instances and learn common features by CL. • The sparse and dense retrievers are used to obtain high-quality retrieval instances. • The ALSC model can be enhanced greatly by training with RCL. • ABSA-DeBERTa obtains new state-of-the-art results by being trained with RCL. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=173784683&site=bsi-live"
"Retrieve–Revise–Refine: A novel framework for retrieval of concise entailing legal article set.","Nguyen, Chau; Nguyen, Phuong; Nguyen, Le-Minh","Information Processing & Management",="03064573",,="Jan2025","62","1","N.PAG","1","181036359","10.1016/j.ipm.2024.103949","Elsevier B.V.","Article",,"COLIEE competition; Information retrieval; Large language models; Legal article set retrieval; Retrieval–Revise–Refine framework","The retrieval of entailing legal article sets aims to identify a concise set of legal articles that holds an entailment relationship with a legal query or its negation. Unlike traditional information retrieval that focuses on relevance ranking, this task demands conciseness. However, prior research has inadequately addressed this need by employing traditional methods. To bridge this gap, we propose a three-stage Retrieve–Revise–Refine framework which explicitly addresses the need for conciseness by utilizing both small and large language models (LMs) in distinct yet complementary roles. Empirical evaluations on the COLIEE 2022 and 2023 datasets demonstrate that our framework significantly enhances performance, achieving absolute increases in the macro F2 score by 3.17% and 4.24% over previous state-of-the-art methods, respectively. Specifically, our Retrieve stage, employing various tailored fine-tuning strategies for small LMs, achieved a recall rate exceeding 0.90 in the top-5 results alone—ensuring comprehensive coverage of entailing articles. In the subsequent Revise stage, large LMs narrow this set, improving precision while sacrificing minimal coverage. The Refine stage further enhances precision by leveraging specialized insights from small LMs, resulting in a relative improvement of up to 19.15% in the number of concise article sets retrieved compared to previous methods. Our framework offers a promising direction for further research on specialized methods for retrieving concise sets of entailing legal articles, thereby more effectively meeting the task's demands. • Propose a novel three-stage Retrieve–Revise–Refine framework for concise legal article set retrieval. • Achieve 3.17% and 4.24% higher macro F2 scores on two evaluated datasets. • Retrieve 19.15% more concise sets of legal articles compared to previous methods. • Ablation studies show over 90% coverage within top-5 results in the Retrieval stage. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=181036359&site=bsi-live"
"Reviewer assignment algorithms for peer review automation: A survey.","Zhao, Xiquan; Zhang, Yangsen","Information Processing & Management",="03064573",,="Sep2022","59","5","N.PAG","1","158915546","10.1016/j.ipm.2022.103028","Elsevier B.V.","Article","MATHEMATICAL optimization; ALGORITHMS; NATURAL language processing; ASSIGNMENT problems (Programming)","Information retrieval; Matching degree; Natural language processing; Optimization algorithm; Peer review; Reviewer assignment problem","Assigning paper to suitable reviewers is of great significance to ensure the accuracy and fairness of peer review results. In the past three decades, many researchers have made a wealth of achievements on the reviewer assignment problem (RAP). In this survey, we provide a comprehensive review of the primary research achievements on reviewer assignment algorithm from 1992 to 2022. Specially, this survey first discusses the background and necessity of automatic reviewer assignment, and then systematically summarize the existing research work from three aspects, i.e., construction of candidate reviewer database, computation of matching degree between reviewers and papers, and reviewer assignment optimization algorithm, with objective comments on the advantages and disadvantages of the current algorithms. Afterwards, the evaluation metrics and datasets of reviewer assignment algorithm are summarized. To conclude, we prospect the potential research directions of RAP. Since there are few comprehensive survey papers on reviewer assignment algorithm in the past ten years, this survey can serve as a valuable reference for the related researchers and peer review organizers. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=158915546&site=bsi-live"
"Roundtable: What's Next in Software Analytics.","Hassan, Ahmed E.; Hindle, Abram; Runeson, Per; Shepperd, Martin; Devanbu, Prem; Kim, Sunghun","IEEE Software",="07407459",,="Jul2013","30","4","53","4","88781445","10.1109/MS.2013.85","IEEE","Article","COMPUTER software; COMPUTER software development; COMPUTER software developers; Software publishers (except video game publishers); Computer and Computer Peripheral Equipment and Software Merchant Wholesalers; Computer, computer peripheral and pre-packaged software merchant wholesalers; Computer and software stores; Computer systems design and related services (except video game design and development); Custom Computer Programming Services; DEVANBU, Prem; SHEPPERD, Martin; HASSAN, Ahmed; O'BRIAN, Chloe; RUNESON, Per","Analytical models; Data mining; decision support; information search and retrieval; management; metrics; Natural language processing; Software development; Software engineering; software/program verification; statistical methods; testing and debugging","For this special issue, the guest editors asked a panel of six established experts in software analytics to highlight what they thought were the most important, or overlooked, aspect of this field. They all pleaded for a much broader view of analytics than seen in current practice: software analytics should go beyond developers (Ahmed Hassan) and numbers (Per Runeson). Analytics should also prove its relevance to practitioners (Abram Hindle, Martin Shepperd). There are now opportunities for ""natural"" software analytics based on statistical natural language processing (Prem Devanbu). Lastly, software analytics needs information analysts and field agents like Chloe O'Brian and Jack Bauer in the TV show 24 (Sung Kim). [ABSTRACT FROM PUBLISHER] Copyright of IEEE Software is the property of IEEE Computer Society and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=88781445&site=bsi-live"
"RUBRIC: A System for Rule-Based Information Retrieval.","McCune, Brian P.; Tong, Richard M.; Dean, Jeffrey S.; Shapiro, Daniel G.","IEEE Transactions on Software Engineering",="00985589",,="Sep85","11","9","939","7","14281470",,"IEEE","Article","INFORMATION retrieval; COMPUTER software; ARTIFICIAL intelligence; EXPERT systems; INFORMATION science; Computer, computer peripheral and pre-packaged software merchant wholesalers; Computer and Computer Peripheral Equipment and Software Merchant Wholesalers; Computer and software stores; Software publishers (except video game publishers); FUZZY logic","Artificial intelligence; evidential reasoning; expert systems; information retrieval","A research prototype software system for conceptual information retrieval has been developed. The goal of the system, called RUBRIC, is to provide more automated and relevant access to unformatted textual databases. The approach is to use production rules from artificial intelligence to define a hierarchy of retrieval subtopics, with fuzzy context expressions and specific word phrases at the bottom. RUBRIC allows the definition of detailed queries starting at a conceptual level, partial matching of a query and a document, selection of only the highest ranked documents for presentation to the user, and detailed explanation of how and why a particular document was selected. Initial experiments indicate that a RUBRIC rule set better matches human retrieval judgment than a standard Boolean keyword expression, given equal amounts of effort in defining each. The techniques presented may be useful in stand-alone retrieval systems, front-ends to existing information retrieval systems, or real-time document filtering and routing. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Software Engineering is the property of IEEE Computer Society and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=14281470&site=bsi-live"
"Sistemas de recuperación de información adaptados al dominio biomédico.","Marrero, Mónica; Sánchez-Cuadrado, Sonia; Urbano, Julián; Morato, Jorge; Moreiro, José-Antonio","El Profesional de la Información",="13866710",,="may/jun2010","19","3","246","9","52819191","10.3145/epi.2010.may.04","EPI SCP","Article","INFORMATION resources management; SQL; SEARCH engines; INFORMATION storage & retrieval systems; ELECTRONIC data processing; HUMAN-computer interaction; NATURAL language processing; INFORMATION retrieval; Data Processing, Hosting, and Related Services; All Other Information Services; COMPUTATIONAL linguistics","Biomedicine; BioNER; BioNLP; Information retrieval; Natural Language Processing; NLP; Text-mining; Biomedicina; BioNER; BioNLP; NLP; Proceso del lenguaje natural; Recuperación de información; Text-mining","The terminology used in biomedicine has lexical characteristics that have required the elaboration of terminological resources and information retrieval systems with specific functionalities. The main characteristics are the high rates of synonymy and homonymy, due to phenomena such as the proliferation of polysemic acronyms and their interaction with common language. Information retrieval systems in the biomedical domain use techniques oriented to the treatment of these lexical peculiarities. In this paper we review some of these techniques, such as the application of Natural Language Processing (BioNLP), the incorporation of lexical-semantic resources, and the application of Named Entity Recognition (BioNER). Finally, we present the evaluation methods adopted to assess the suitability of these techniques for retrieving biomedical resources. (English) [ABSTRACT FROM AUTHOR] La terminología usada en biomedicina tiene rasgos léxicos que han requerido la elaboración de recursos terminológicos y sistemas de recuperación de información con funciones específicas. Las principales características son las elevadas tasas de sinonimia y homonimia, debidas a fenómenos como la proliferación de siglas polisémicas y su interacción con el lenguaje común. Los sistemas de recuperación de información en el dominio biomédico utilizan técnicas orientadas al tratamiento de estas peculiaridades léxicas. Se revisan algunas de estas técnicas, como la aplicación de Procesamiento del Lenguaje Natural (BioNLP), la incorporación de recursos léxico-semánticos, y la aplicación de Reconocimiento de Entidades (BioNER). Se presentan los métodos de evaluación adoptados para comprobar la adecuación de estas técnicas en la recuperación de recursos biomédicos. (Spanish) [ABSTRACT FROM AUTHOR] Copyright of El Profesional de la Información is the property of EPI SCP and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=52819191&site=bsi-live"
"Spatially Aware Term Selection for Geotagging.","Van Laere, Olivier; Quinn, Jonathan; Schockaert, Steven; Dhoedt, Bart","IEEE Transactions on Knowledge & Data Engineering",="10414347",,="Jan2014","26","1","221","14","92680834","10.1109/TKDE.2013.42","IEEE","Article","ELECTRONIC publishing; KNOWLEDGE management; ARTIFICIAL intelligence; INFORMATION retrieval; Book, periodical and newspaper merchant wholesalers; TAGS (Metadata); FEATURE extraction; ENCYCLOPEDIAS & dictionaries","artificial intelligence; classification; Context; Electronic publishing; Encyclopedias; Estimation; feature extraction; geographic information retrieval; Information search and retrieval; Internet; knowledge management; metadata; semi-structured data; Standards; text mining","The task of assigning geographic coordinates to textual resources plays an increasingly central role in geographic information retrieval. The ability to select those terms from a given collection that are most indicative of geographic location is of key importance in successfully addressing this task. However, this process of selecting spatially relevant terms is at present not well understood, and the majority of current systems are based on standard term selection techniques, such as $(\chi^2)$ or information gain, and thus fail to exploit the spatial nature of the domain. In this paper, we propose two classes of term selection techniques based on standard geostatistical methods. First, to implement the idea of spatial smoothing of term occurrences, we investigate the use of kernel density estimation (KDE) to model each term as a two-dimensional probability distribution over the surface of the Earth. The second class of term selection methods we consider is based on Ripley's K statistic, which measures the deviation of a point set from spatial homogeneity. We provide experimental results which compare these classes of methods against existing baseline techniques on the tasks of assigning coordinates to Flickr photos and to Wikipedia articles, revealing marked improvements in cases where only a relatively small number of terms can be selected. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Knowledge & Data Engineering is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=92680834&site=bsi-live"
"Structuring Tweets for Improving Twitter Search.","Luo, Zhunchen; Yu, Yang; Osborne, Miles; Wang, Ting","Journal of the Association for Information Science & Technology",="23301635",,="Dec2015","66","12","2522","18","111519802","10.1002/asi.23332","Wiley-Blackwell","Article","INFORMATION retrieval; PUBLIC opinion; ACCESS to information; SOCIAL media","information retrieval; natural language processing; text mining","Spam and wildly varying documents make searching in Twitter challenging. Most Twitter search systems generally treat a Tweet as a plain text when modeling relevance. However, a series of conventions allows users to Tweet in structural ways using a combination of different blocks of texts. These blocks include plain texts, hashtags, links, mentions, etc. Each block encodes a variety of communicative intent and the sequence of these blocks captures changing discourse. Previous work shows that exploiting the structural information can improve the structured documents (e.g., web pages) retrieval. In this study we utilize the structure of Tweets, induced by these blocks, for Twitter retrieval and Twitter opinion retrieval. For Twitter retrieval, a set of features, derived from the blocks of text and their combinations, is used into a learning-to-rank scenario. We show that structuring Tweets can achieve state-of-the-art performance. Our approach does not rely on social media features, but when we do add this additional information, performance improves significantly. For Twitter opinion retrieval, we explore the question of whether structural information derived from the body of Tweets and opinionatedness ratings of Tweets can improve performance. Experimental results show that retrieval using a novel unsupervised opinionatedness feature based on structuring Tweets achieves comparable performance with a supervised method using manually tagged Tweets. Topic-related specific structured Tweet sets are shown to help with query-dependent opinion retrieval. [ABSTRACT FROM AUTHOR] Copyright of Journal of the Association for Information Science & Technology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=111519802&site=bsi-live"
"Swat: A system for detecting salient Wikipedia entities in texts.","Ponza, Marco; Ferragina, Paolo; Piccinno, Francesco","Computational Intelligence",="08247935",,="Nov2019","35","4","858","33","139349679","10.1111/coin.12216","Wiley-Blackwell","Article","NATURAL language processing; LATENT semantic analysis; WIKIPEDIA","entity linking; entity salience; information retrieval; machine learning; natural language processing; Wikipedia","We study the problem of entity salience by proposing the design and implementation of Swat, a system that identifies the salient Wikipedia entities occurring in an input document. Swat consists of several modules that are able to detect and classify on‐the‐fly Wikipedia entities as salient or not, based on a large number of syntactic, semantic, and latent features properly extracted via a supervised process, which has been trained over millions of examples drawn from the New York Times corpus. The validation process is performed through a large experimental assessment, eventually showing that Swat improves known solutions over all publicly available datasets. We release Swat via an API that we describe and comment in the paper to ease its use in other software. [ABSTRACT FROM AUTHOR] Copyright of Computational Intelligence is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=139349679&site=bsi-live"
"Systematic mapping study on question answering frameworks over linked data.","Tasar, Ceren Ocal; Komesli, Murat; Unalir, Murat Osman","IET Software (Wiley-Blackwell)",="17518806",,="Dec2018","12","6","461","12","148479975","10.1049/iet-sen.2018.5105","Wiley-Blackwell","Article",,"database management systems; exclusion criteria; inclusion criteria; input questions; Linked Data; linked data technologies; natural language processing; ontologies (artificial intelligence); question answering (information retrieval); question answering frameworks; research questions; semantic analysis; semantic endpoints; sentence-level recognition; systematic mapping","Employing linked data technologies and semantic endpoints for question answering systems are expanding approaches among the researchers. Therefore, systems that combine syntactic and semantic analysis and enrich input questions by sentence‐level recognition are examined. A systematic mapping study is conducted to identify and analyse the studies from major databases, journals and proceedings of conferences or workshops published between 2010 and 2017. With a set of 14 research questions, inclusion and exclusion criteria are specified. 53 studies are selected as primary studies from an initial set of 845 papers. This study provides a mapping while focusing on the methods and identifying the gaps between required and existing approaches. Popular approaches which have gained the most attention among researchers are given as a conclusion. Moreover, a comparison between the authors' study and related work in the literature is given to point out the differences and the contributions of their study. As the result of the comparison, it is concluded that the study is a novel and original topic on question answering frameworks. [ABSTRACT FROM AUTHOR] Copyright of IET Software (Wiley-Blackwell) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=148479975&site=bsi-live"
"Text mining approaches for dealing with the rapidly expanding literature on COVID-19.","Wang, Lucy Lu; Lo, Kyle","Briefings in Bioinformatics",="14675463",,="Mar2021","22","2","781","19","149507131","10.1093/bib/bbaa296","Oxford University Press / USA","Article","COVID-19; MEDICAL personnel; INFORMATION overload; SHARED housing","CORD-19; information extraction; information retrieval; natural language processing; question answering; shared tasks; summarization; text mining","More than 50 000 papers have been published about COVID-19 since the beginning of 2020 and several hundred new papers continue to be published every day. This incredible rate of scientific productivity leads to information overload, making it difficult for researchers, clinicians and public health officials to keep up with the latest findings. Automated text mining techniques for searching, reading and summarizing papers are helpful for addressing information overload. In this review, we describe the many resources that have been introduced to support text mining applications over the COVID-19 literature; specifically, we discuss the corpora, modeling resources, systems and shared tasks that have been introduced for COVID-19. We compile a list of 39 systems that provide functionality such as search, discovery, visualization and summarization over the COVID-19 literature. For each system, we provide a qualitative description and assessment of the system's performance, unique data or user interface features and modeling decisions. Many systems focus on search and discovery, though several systems provide novel features, such as the ability to summarize findings over multiple documents or linking between scientific articles and clinical trials. We also describe the public corpora, models and shared tasks that have been introduced to help reduce repeated effort among community members; some of these resources (especially shared tasks) can provide a basis for comparing the performance of different systems. Finally, we summarize promising results and open challenges for text mining the COVID-19 literature. [ABSTRACT FROM AUTHOR] Copyright of Briefings in Bioinformatics is the property of Oxford University Press / USA and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=149507131&site=bsi-live"
"The “General Problem Solver” Does Not Exist: Mortimer Taube and the Art of AI Criticism.","Garvey, Shunryu Colin","IEEE Annals of the History of Computing",="10586180",,="Jan-Mar2021","43","1","60","14","149121999","10.1109/MAHC.2021.3051686","IEEE","Article","ARTIFICIAL intelligence; LIBRARY science; ART criticism; COMMON sense; MUSICAL criticism; GLOBAL Positioning System","Artificial intelligence; Artificial Intelligence (AI); Cognitive Simulation; Computer Systems; Computers; Global Positioning System; History; Indexing; Information Processing; Information retrieval; Libraries; Social Criticism","This article reconfigures the history of artificial intelligence (AI) and its accompanying tradition of criticism by excavating the work of Mortimer Taube, a pioneer in information and library sciences, whose magnum opus, Computers and Common Sense: The Myth of Thinking Machines (1961), has been mostly forgotten. To convey the essence of his distinctive critique, the article focuses on Taube's attack on the general problem solver (GPS), the second major AI program. After examining his analysis of the social construction of this and other ""thinking machines,"" it concludes that, despite technical changes in AI, much of Taube's criticism remains relevant today. Moreover, his status as an ""information processing"" insider who criticized AI on behalf of the public good challenges the boundaries and focus of most critiques of AI from the past half-century. In sum, Taube's work offers an alternative model from which contemporary AI workers and critics can learn much. [ABSTRACT FROM AUTHOR] Copyright of IEEE Annals of the History of Computing is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=149121999&site=bsi-live"
"Turning WordNet into an Information Retrieval Resource: Systematic Polysemy and Conversion to Hierarchical Codes.","Mihalcea, Rada","International Journal of Pattern Recognition & Artificial Intelligence",="02180014",,="Aug2003","17","5","689","16","10405776","10.1142/S0218001403002605","World Scientific Publishing Company","Article","INFORMATION storage & retrieval systems; INFORMATION resources; SEMANTICS; POLYSEMY","coarse grained dictionary; hierarchical encoding; Information Retrieval (IR); Natural Language Processing (NLP); systematic polysemy; WordNet","This paper addresses the problem of transforming WordNet into a resource tailored to Information Retrieval (IR) applications. We address two of the major drawbacks pointed out in previous literature in relation to this semantic network. One is the fine granularity of senses defined in WordNet, which proves useless from an IR perspective. To solve this problem, we propose a set of methods that enable the automatic transformation of WordNet into a coarse grained dictionary. The other drawback is the encoding used in this resource, and the methods for accessing related words across the semantic net. Due to the high number of connections among concepts, the simple computation of a path in this net, or the generation of related concepts may become a computationally intensive process. This effect is highly undesirable in time sensitive applications such as IR applications. We propose a methodology for hierarchical encoding that enables increased efficiency in WordNet-based IR systems. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Pattern Recognition & Artificial Intelligence is the property of World Scientific Publishing Company and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=10405776&site=bsi-live"
"Unlocking maintenance insights in industrial text through semantic search.","Naqvi, Syed Meesam Raza; Ghufran, Mohammad; Varnier, Christophe; Nicod, Jean-Marc; Javed, Kamran; Zerhouni, Noureddine","Computers in Industry",="01663615",,="May2024","157",,"N.PAG","1","176499791","10.1016/j.compind.2024.104083","Elsevier B.V.","Article",,"Industrial information retrieval; Large Language Models; Maintenance decision support; Navigating human knowledge; Semantic search; Technical Language Processing","Maintenance records in Computerized Maintenance Management Systems (CMMS) contain valuable human knowledge on maintenance activities. These records primarily consist of noisy and unstructured texts written by maintenance experts. The technical nature of the text, combined with a concise writing style and frequent use of abbreviations, makes it difficult to be processed through classical Natural Language Processing (NLP) pipelines. Due to these complexities, this text must be normalized before feeding to classical machine learning models. Developing these custom normalization pipelines requires manual labor and domain expertise and is a time-consuming process that demands constant updates. This leads to the under-utilization of this valuable source of information to generate insights to help with maintenance decision support. This study proposes a Technical Language Processing (TLP) pipeline for semantic search in industrial text using BERT (Bidirectional Encoder Representations), a transformer-based Large Language Model (LLM). The proposed pipeline can automatically process complex unstructured industrial text and does not require custom preprocessing. To adapt the BERT model for the target domain, three unsupervised domain fine-tuning techniques are compared to identify the best strategy for leveraging available tacit knowledge in industrial text. The proposed approach is validated on two industrial maintenance records from the mining and aviation domains. Semantic search results are analyzed from a quantitative and qualitative perspective. Analysis shows that TSDAE, a state-of-the-art unsupervised domain fine-tuning technique, can efficiently identify intricate patterns in the industrial text regardless of associated complexities. BERT model fine-tuned with TSDAE on industrial text achieved a precision of 0.94 and 0.97 for mining excavators and aviation maintenance records, respectively. • Industrial text stores crucial human knowledge about various assets. • The free-form nature of the industrial text makes it difficult to process. • Transformer-based models can leverage tacit knowledge in the industrial text. • LLMs can enable semantic search in complex industrial text with high precision. [ABSTRACT FROM AUTHOR] Copyright of Computers in Industry is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=176499791&site=bsi-live"
"User satisfaction with Arabic COVID-19 apps: Sentiment analysis of users' reviews using machine learning techniques.","Ramzy, Mina; Ibrahim, Bahaa","Information Processing & Management",="03064573",,="May2024","61","3","N.PAG","1","175964535","10.1016/j.ipm.2024.103644","Elsevier B.V.","Article",,"Arabic mHealth apps; COVID-19 apps; Deep learning; Information retrieval; Machine learning; Natural language processing; Neural networks; Sentiment analysis; User's reviews","• We provide a benchmark dataset composed of 114,499 reviews from 18 Arabic COVID-19 Apps. • The ANN algorithm provides the best performance with 89 % accuracy and 89 % F1. • The proposed model can be generalized for Arab sentiment analysis to mobile apps for new COVID-19 strains that may appear in the future. • There are positive sentiments (71 %) among most users of Arabic COVID-19 apps, which reflects its positive role in infection control. Digital technologies such as mobile health (mHealth) apps with a variety of features can be essential tools for controlling pandemics. Therefore, many Arab countries have launched COVID-19 mHealth apps to reduce the spread of infection among their citizens. Recently, empirical studies have shown that user reviews include useful details to develop apps. However, Arab citizens' satisfaction with the COVID-19 mHealth apps has not been examined yet. Our study aims to provide Arabic sentiment analysis of users' reviews to explore their satisfaction with Arabic Covid-19 apps. To achieve this goal, we have provided a benchmark dataset composed of 114,499 reviews from 18 Arabic COVID-19 Apps. Six machine learning (ML) models were tested and compared (Support Vector Machine (SVM), K-Nearest Neighbor (KNN), Naive Bayes (NB), Logistic Regression (LR), Random Forest (RF), and Artificial Neural Network (ANN)) using a representative sample of 8220 reviews, which were annotated manually. Then, the best-performing algorithms were applied to the benchmark dataset to explore the polarity of Arab sentiment toward the apps. In a later step, we conducted a thematic analysis of both positive and negative reviews to determine which factors positively and negatively influence the effectiveness of apps. The findings show that the ANN algorithm provides the best performance with 89 % accuracy and 89 % F1. 71 % of user reviews include positive sentiments, while only 21 % include negative sentiments. Frequently crashes, update issues, and bugs were among the most prominent negative factors that affected the effectiveness of apps from the users' point of view. Finally, we presented a set of recommendations to address the negative factors and improve the effectiveness of Arabic COVID-19 apps. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=175964535&site=bsi-live"
"Utilizing BERT for Information Retrieval: Survey, Applications, Resources, and Challenges.","Wang, Jiajia; Huang, Jimmy Xiangji; Tu, Xinhui; Wang, Junmei; Huang, Angela Jennifer; Laskar, Md Tahmid Rahman; Bhuiyan, Amran","ACM Computing Surveys",="03600300",,="Jul2024","56","7","1","33","176628823","10.1145/3648471","Association for Computing Machinery","Article",,"artificial intelligence; BERT; information retrieval; natural language processing",,"https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=176628823&site=bsi-live"
